ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
640,25,Male,Single,Analyst,3.6,48111,42,1.1,No,Low,Migraine,Small,Marketing,6.5,5,Yes,Medium,Medium,18,High,Medium,High,Good,24,Yes,Yes,Yes,Sometimes,Kolkata
641,22,Male,Divorced,Developer,1,105435,49,0.9,Partial,Low,Migraine,Medium,HR,6.5,5,Yes,Medium,Medium,12,Medium,Low,Low,Poor,12,Yes,No,Yes,Sometimes,Kolkata
642,27,Other,Single,Developer,6.2,118214,45,2,Yes,Low,None,Medium,Operations,5,4,No,Low,High,6,Medium,High,Low,Average,20,No,No,Yes,Sometimes,Bangalore
643,31,Female,Single,Manager,7.8,286299,57,0.7,No,Low,Migraine,Medium,Marketing,5,4,No,High,Medium,13,Medium,Low,Low,Excellent,32,Yes,No,Yes,Often,Hyderabad
644,24,Male,Divorced,Intern,1.3,16609,31,1,Partial,Medium,None,Large,Engineering,7.5,5,Yes,Low,High,15,Medium,Low,Medium,Poor,41,No,No,Yes,Rarely,Kolkata
645,39,Male,Divorced,Manager,6.4,229053,51,2.5,Partial,Low,None,Large,Marketing,5,4,No,Low,Medium,15,Medium,Medium,High,Average,35,No,No,No,Often,Mumbai
646,23,Other,Single,Intern,2.2,18151,31,1.4,Partial,Low,Migraine,Small,Marketing,7.2,4,No,High,High,10,Low,High,Low,Good,6,Yes,No,No,Rarely,Pune
647,20,Female,Divorced,Intern,0.3,18442,34,0.7,Partial,Medium,Migraine,Large,Operations,7.2,3,Yes,High,High,11,High,High,High,Good,46,No,No,No,Rarely,Pune
648,28,Male,Married,Designer,7.8,42942,43,0.9,Partial,Low,Migraine,Medium,Operations,6.2,4,No,Low,High,15,High,Medium,Medium,Good,16,No,Yes,Yes,Rarely,Pune
649,30,Female,Married,Designer,9.7,43299,45,1,Partial,Low,Migraine,Small,Operations,5.2,4,No,Medium,High,16,Low,Medium,High,Poor,13,Yes,Yes,No,Rarely,Pune
650,22,Female,Married,Intern,1,15046,34,2.9,Yes,Low,Migraine,Medium,Marketing,6.7,3,Yes,High,Medium,17,Low,Low,Low,Excellent,21,No,No,Yes,Rarely,Delhi
651,28,Other,Divorced,Designer,1.9,48396,47,0.9,No,Low,None,Small,Marketing,6.5,5,No,Low,Medium,20,High,Medium,High,Good,18,No,Yes,Yes,Rarely,Kolkata
652,22,Male,Married,Intern,1.7,18633,25,0.6,No,Medium,Migraine,Small,Marketing,7.5,3,No,Low,High,14,Low,Medium,Medium,Average,47,No,Yes,No,Rarely,Kolkata
653,30,Female,Single,Developer,7.6,112445,47,0.6,No,Low,None,Small,Marketing,5,4,No,Medium,High,13,High,High,Medium,Excellent,10,Yes,No,No,Sometimes,Hyderabad
654,23,Other,Single,Intern,2,17834,30,0.5,Partial,Medium,None,Large,Engineering,7.5,4,No,Medium,Medium,13,High,Low,Low,Average,31,No,Yes,Yes,Rarely,Kolkata
655,26,Other,Single,Analyst,0.9,52068,44,1.5,No,Medium,None,Large,Engineering,6.2,5,Yes,Medium,High,5,Low,High,Medium,Excellent,45,Yes,Yes,No,Sometimes,Pune
656,46,Other,Married,CEO,20.4,540315,66,2,Partial,High,Back Pain,Medium,Engineering,5,1,No,High,Medium,11,High,High,High,Excellent,17,Yes,No,Yes,Often,Bangalore
657,23,Male,Married,Developer,1.6,118014,44,1,Partial,Low,Migraine,Medium,Operations,6.2,5,Yes,Low,Medium,12,Medium,High,High,Excellent,20,No,No,Yes,Sometimes,Pune
658,33,Female,Married,Designer,2.6,45744,44,1,Partial,Medium,None,Large,Engineering,5.5,5,No,Low,Medium,13,Medium,High,High,Good,46,No,Yes,No,Rarely,Kolkata
659,25,Male,Divorced,Intern,1.9,19474,27,2.7,Partial,Medium,Migraine,Large,Marketing,6.7,5,No,Low,Medium,7,Low,Low,Medium,Good,15,No,Yes,No,Rarely,Delhi
660,35,Male,Single,Manager,0.6,213480,58,2.7,Partial,Low,Migraine,Large,Marketing,5,5,No,High,High,12,Medium,High,High,Average,34,No,Yes,Yes,Often,Delhi
661,33,Other,Divorced,Designer,11.2,50715,48,1.8,Partial,High,Hypertension,Large,Engineering,5,3,No,Low,Medium,10,Low,Low,Low,Good,22,Yes,Yes,Yes,Rarely,Mumbai
662,50,Male,Single,CEO,0.6,562615,66,1.9,Partial,Medium,None,Small,Engineering,5,5,No,Medium,Medium,5,Medium,Low,Medium,Excellent,29,No,No,No,Often,Bangalore
663,21,Other,Single,Intern,0.6,19303,29,2.4,Yes,Medium,Migraine,Medium,HR,6.2,4,No,Low,High,7,Low,Low,High,Excellent,29,Yes,Yes,No,Rarely,Mumbai
664,27,Male,Divorced,Developer,1.6,99210,43,1,No,Low,Migraine,Large,Operations,6.5,5,No,Low,High,11,Low,High,Low,Excellent,5,No,No,Yes,Sometimes,Kolkata
665,35,Other,Divorced,Manager,2.9,273102,55,0.8,Partial,Medium,None,Medium,HR,5,5,No,Low,High,12,Low,Low,Medium,Good,29,No,No,No,Often,Pune
666,34,Other,Married,Analyst,6.3,57625,45,1.2,Partial,Medium,None,Small,Marketing,5.2,4,No,Low,High,5,High,High,Medium,Poor,13,Yes,No,No,Sometimes,Pune
667,34,Other,Married,Designer,0.6,44265,45,2.3,Yes,Medium,Migraine,Small,Operations,5,5,No,Low,High,6,Low,Medium,High,Excellent,32,Yes,No,No,Rarely,Mumbai
668,44,Male,Married,Manager,16.1,237648,52,1.8,Yes,High,Arthritis,Small,Marketing,5,2,No,High,High,14,High,Medium,Low,Good,3,No,No,No,Often,Delhi
669,22,Other,Married,Intern,0.9,18323,25,0.5,No,Medium,Migraine,Medium,Marketing,7.5,5,No,High,High,15,Low,High,High,Average,9,No,No,Yes,Rarely,Kolkata
670,28,Male,Married,Designer,2.2,54665,42,1.5,Partial,Low,None,Medium,HR,5.5,5,Yes,Medium,High,18,High,Medium,Medium,Poor,40,Yes,Yes,No,Rarely,Hyderabad
671,27,Male,Married,Designer,4.3,42027,42,3,Yes,Medium,None,Large,Marketing,5.7,5,No,Medium,High,8,Medium,High,High,Excellent,43,No,Yes,No,Rarely,Delhi
672,24,Other,Married,Developer,3.5,93917,46,1,No,Medium,Migraine,Medium,HR,6.2,5,No,Low,High,18,Medium,Medium,Medium,Average,45,No,No,No,Sometimes,Pune
673,31,Male,Divorced,Analyst,9.9,57065,40,3,Yes,Medium,Migraine,Large,Operations,5,4,Yes,Low,High,20,High,Medium,Low,Poor,46,No,No,No,Sometimes,Delhi
674,23,Male,Divorced,Intern,2.1,15469,26,2.3,Yes,Medium,None,Small,HR,6.7,4,No,Medium,High,6,Low,Medium,Medium,Poor,18,Yes,Yes,No,Rarely,Delhi
675,50,Male,Single,CEO,0.6,576090,69,1.6,Yes,Medium,Diabetes,Medium,Marketing,5,5,Yes,Low,Medium,14,High,Low,Low,Poor,35,No,Yes,No,Often,Mumbai
676,45,Female,Divorced,CEO,20.5,555521,69,2.1,Partial,High,Back Pain,Small,Marketing,5,1,No,Medium,Medium,9,Medium,Low,Medium,Good,12,Yes,No,Yes,Often,Bangalore
677,40,Female,Single,Manager,12.6,222218,53,3,Partial,High,Hypertension,Large,Marketing,5,3,Yes,High,High,20,Low,Low,High,Average,35,No,No,No,Often,Delhi
678,32,Female,Single,Designer,10.5,42929,48,2.5,Partial,High,Arthritis,Large,Engineering,5,3,No,Medium,High,18,High,High,Medium,Excellent,6,No,No,No,Rarely,Delhi
679,26,Male,Single,Designer,0.7,43634,40,2.6,Yes,Medium,None,Small,Marketing,5.2,5,No,Medium,High,8,Medium,Low,Medium,Poor,44,No,Yes,No,Rarely,Mumbai
680,29,Other,Married,Designer,5.6,45855,49,2.1,Yes,Low,None,Small,Marketing,5.2,4,No,Medium,Medium,16,Low,Low,High,Good,17,Yes,No,No,Rarely,Mumbai
681,46,Female,Divorced,CEO,6.5,549031,66,2.5,Yes,Low,Back Pain,Large,Engineering,5,4,No,Medium,Medium,17,Medium,Medium,Medium,Excellent,33,No,Yes,No,Often,Mumbai
682,21,Female,Married,Intern,0.6,15658,26,0.8,Partial,Medium,Migraine,Small,Marketing,6.5,5,No,High,Medium,16,Medium,High,Low,Good,6,Yes,No,No,Rarely,Hyderabad
683,24,Female,Married,Intern,2.8,19701,32,0.8,No,Low,Migraine,Large,HR,6.5,5,Yes,Low,Medium,9,Medium,Low,Low,Average,9,No,No,No,Rarely,Hyderabad
684,45,Male,Married,CEO,15.3,535493,61,2.4,Partial,High,Back Pain,Small,Engineering,5,2,Yes,Low,Medium,8,Medium,Medium,Medium,Poor,17,Yes,No,No,Often,Bangalore
685,42,Female,Divorced,CEO,1.1,560845,60,0.9,No,Medium,Hypertension,Large,Operations,5,5,No,Medium,Medium,20,High,High,High,Good,42,Yes,No,Yes,Often,Kolkata
686,22,Male,Married,Intern,1.4,16809,30,1.9,Partial,Low,Migraine,Medium,Marketing,6,5,No,Low,High,8,Medium,Low,Low,Poor,24,Yes,Yes,Yes,Rarely,Bangalore
687,22,Other,Married,Developer,0.5,116099,50,1,No,Low,None,Medium,Operations,5.5,5,No,High,High,18,Low,Medium,Low,Poor,43,No,No,No,Sometimes,Hyderabad
688,47,Male,Single,CEO,6.9,511622,66,1.5,Yes,Low,Hypertension,Medium,Operations,5,4,Yes,Low,Medium,13,Medium,Low,Medium,Good,49,No,Yes,No,Often,Delhi
689,33,Other,Single,Designer,5.9,41787,40,1.3,Partial,Low,Migraine,Large,Marketing,5.5,4,No,Medium,Medium,14,Medium,Medium,High,Poor,13,No,Yes,No,Rarely,Kolkata
690,28,Male,Married,Developer,6.1,97671,40,1.6,Partial,Low,Migraine,Medium,Operations,5.7,4,No,Medium,High,7,Medium,Medium,Low,Average,40,No,No,Yes,Sometimes,Delhi
691,26,Male,Divorced,Designer,4.4,52036,49,1.6,Partial,Medium,Migraine,Medium,HR,5.7,5,No,Low,High,12,Low,Low,High,Poor,32,No,No,Yes,Rarely,Delhi
692,23,Male,Divorced,Developer,2.8,113017,50,2.4,Yes,Medium,None,Small,Operations,5.7,5,Yes,Medium,High,16,Low,High,Low,Excellent,39,No,Yes,Yes,Sometimes,Delhi
693,45,Female,Single,CEO,17.9,564506,61,1.6,Partial,High,Arthritis,Large,Engineering,5,2,No,Medium,Medium,16,High,High,Low,Good,23,No,No,Yes,Often,Delhi
694,34,Male,Divorced,Designer,5,45309,44,1.3,Partial,Medium,Migraine,Medium,Marketing,5.2,4,Yes,Low,Medium,20,Low,Low,Low,Average,8,No,No,Yes,Rarely,Pune
695,27,Other,Divorced,Developer,4.1,107018,43,2.3,Partial,Low,Migraine,Medium,Operations,5,5,Yes,Low,Medium,6,Medium,Medium,Low,Good,49,Yes,Yes,No,Sometimes,Bangalore
696,40,Female,Divorced,CEO,19.6,569954,63,1,No,High,Back Pain,Large,Engineering,5,2,Yes,High,High,7,High,Low,Low,Excellent,48,Yes,Yes,Yes,Often,Hyderabad
697,33,Other,Single,Designer,6,44067,42,0.9,No,Medium,Migraine,Small,Operations,5.2,4,Yes,Low,Medium,5,Low,Low,High,Good,26,No,Yes,Yes,Rarely,Pune
698,35,Male,Married,Designer,2.8,48697,47,0.7,Partial,Medium,None,Large,HR,5.2,5,Yes,Medium,Medium,18,Low,High,High,Average,32,Yes,Yes,No,Rarely,Pune
699,44,Female,Married,Manager,3.1,232216,58,1.4,No,Low,None,Medium,HR,5,5,No,Low,Medium,19,High,High,High,Good,41,Yes,No,Yes,Often,Kolkata
700,29,Other,Single,Designer,8.8,49873,42,2.9,Yes,Low,Migraine,Small,Engineering,5.2,4,Yes,Medium,Medium,5,High,Low,High,Poor,37,Yes,No,Yes,Rarely,Mumbai
701,26,Female,Divorced,Developer,0.7,91131,45,2.4,Yes,Medium,None,Medium,Operations,5.2,5,No,Low,High,16,Low,Medium,High,Good,16,No,No,Yes,Sometimes,Mumbai
702,26,Male,Divorced,Designer,2.5,43079,50,0.7,Partial,Medium,None,Medium,HR,6.2,5,No,High,High,19,Medium,Medium,Medium,Excellent,19,Yes,Yes,No,Rarely,Pune
703,45,Male,Single,CEO,15.4,537623,67,1.3,No,High,Hypertension,Large,HR,5,2,No,High,Medium,20,Low,Low,High,Excellent,47,Yes,No,No,Often,Kolkata
704,29,Female,Married,Developer,7.2,80256,49,0.5,No,Medium,None,Large,HR,6.2,4,No,High,High,17,High,Low,High,Excellent,12,Yes,Yes,No,Sometimes,Pune
705,33,Female,Single,Analyst,4.7,52956,43,2.9,Yes,Medium,None,Large,Operations,5,5,No,High,High,15,Medium,High,Low,Poor,19,No,Yes,No,Sometimes,Mumbai
706,34,Male,Divorced,Designer,4.3,54836,49,1.9,Partial,Low,Migraine,Medium,HR,5,5,No,Medium,Medium,20,High,High,Low,Excellent,13,Yes,Yes,No,Rarely,Mumbai
707,31,Other,Single,Designer,10.5,47759,48,2.3,Yes,High,Diabetes,Medium,Operations,5,3,No,Medium,High,20,Low,High,High,Average,43,No,No,Yes,Rarely,Bangalore
708,58,Male,Divorced,CEO,21.2,588148,65,1.9,Yes,High,Back Pain,Large,Engineering,5,1,Yes,High,High,10,Medium,High,Medium,Excellent,25,No,No,No,Often,Bangalore
709,33,Male,Divorced,Manager,4.4,263405,60,1.7,Yes,Low,Migraine,Medium,Marketing,5,5,Yes,Low,High,6,Medium,Medium,High,Average,40,Yes,No,Yes,Often,Delhi
710,22,Male,Single,Intern,1.4,16772,29,1.9,Yes,Medium,None,Medium,Marketing,6.7,3,No,Low,Medium,9,High,High,Medium,Poor,5,Yes,Yes,No,Rarely,Delhi
711,25,Female,Married,Intern,1.4,17037,34,1.2,No,Medium,None,Medium,Operations,7.2,4,No,Medium,Medium,8,Low,High,Medium,Excellent,16,No,Yes,No,Rarely,Pune
712,24,Male,Married,Intern,2.4,19230,34,1.3,Partial,Low,None,Medium,Marketing,7.2,3,Yes,Low,High,5,Low,Medium,High,Excellent,26,Yes,No,Yes,Rarely,Pune
713,26,Other,Married,Analyst,5.5,45903,40,2.8,Yes,Low,Migraine,Large,Engineering,5.2,4,No,Low,High,16,Low,High,High,Average,4,Yes,Yes,No,Sometimes,Mumbai
714,49,Female,Married,CEO,21.6,541568,63,2.1,Yes,High,Arthritis,Large,HR,5,1,No,High,High,7,Low,Low,Low,Average,27,No,No,Yes,Often,Mumbai
715,25,Other,Divorced,Developer,3.1,109848,49,1.6,Yes,Low,None,Large,Marketing,5.2,5,Yes,High,Medium,18,Low,High,Low,Good,36,No,No,No,Sometimes,Mumbai
716,37,Male,Single,Manager,1,214139,50,2.6,Partial,Medium,None,Large,Engineering,5,5,No,High,High,20,Medium,Low,Low,Excellent,27,No,No,Yes,Often,Bangalore
717,26,Female,Divorced,Developer,2.9,82678,47,2.4,Partial,Low,Migraine,Medium,HR,5.7,5,Yes,Low,High,20,Low,High,Medium,Good,45,No,No,Yes,Sometimes,Delhi
718,27,Female,Single,Designer,6.6,41504,41,1,No,Medium,None,Large,Engineering,5.5,4,Yes,Medium,Medium,10,High,Low,Medium,Excellent,27,Yes,No,No,Rarely,Hyderabad
719,25,Male,Divorced,Intern,1.7,15815,26,1.4,No,Low,None,Medium,HR,7.2,4,No,Medium,Medium,15,Low,Low,High,Good,34,No,Yes,No,Rarely,Pune
720,23,Male,Single,Intern,0.9,19139,25,1.4,Partial,Medium,None,Medium,HR,6.5,3,Yes,High,High,18,Low,High,Low,Poor,50,No,No,Yes,Rarely,Hyderabad
721,25,Female,Married,Developer,4.5,112492,46,1.1,No,Medium,Migraine,Large,Marketing,5.5,5,Yes,High,High,7,High,Medium,Medium,Poor,6,Yes,No,Yes,Sometimes,Hyderabad
722,33,Male,Divorced,Analyst,3.3,49858,42,2.6,Partial,Medium,Migraine,Small,HR,5,5,Yes,High,High,11,Low,Medium,Medium,Good,45,No,Yes,Yes,Sometimes,Bangalore
723,24,Female,Married,Developer,3.5,93889,50,1,No,Low,Migraine,Medium,Operations,6.2,5,Yes,Low,High,15,High,Low,Medium,Excellent,31,Yes,Yes,No,Sometimes,Pune
724,29,Male,Married,Designer,4.9,40726,44,1.3,No,Medium,Migraine,Small,Marketing,5.5,5,Yes,Low,Medium,10,High,High,Low,Average,47,No,No,Yes,Rarely,Hyderabad
725,30,Other,Divorced,Designer,6.4,45899,49,1.2,Partial,Low,None,Small,Operations,5,4,Yes,High,Medium,18,High,High,Medium,Good,50,Yes,No,No,Rarely,Hyderabad
726,28,Male,Single,Developer,5,101830,47,0.9,No,Low,None,Small,HR,6.2,4,Yes,Low,Medium,17,Medium,Medium,High,Average,39,No,Yes,No,Sometimes,Pune
727,46,Male,Married,CEO,15,588191,63,1.9,Partial,High,Hypertension,Medium,Marketing,5,2,No,Low,Medium,12,Medium,High,Low,Poor,46,No,No,Yes,Often,Bangalore
728,38,Male,Divorced,Manager,11.6,215647,56,1.2,Partial,High,Hypertension,Large,HR,5,3,No,High,Medium,19,High,Medium,High,Poor,20,Yes,No,No,Often,Kolkata
729,32,Other,Divorced,Designer,11.6,49192,47,1.3,Partial,High,Diabetes,Medium,Operations,5,3,Yes,Medium,High,19,Low,High,High,Excellent,28,Yes,No,Yes,Rarely,Hyderabad
730,44,Female,Divorced,CEO,1.6,578472,62,3,Partial,Low,None,Medium,Operations,5,5,No,Low,Medium,12,Medium,Low,High,Excellent,39,No,Yes,Yes,Often,Mumbai
731,31,Other,Divorced,Designer,4.4,46919,43,2.9,Partial,Medium,None,Medium,HR,5,5,No,Low,High,20,High,High,High,Average,29,Yes,No,Yes,Rarely,Bangalore
732,43,Other,Single,CEO,8.9,545230,69,2.3,Yes,Low,Diabetes,Small,Marketing,5,4,No,High,High,17,High,High,Medium,Excellent,32,No,No,Yes,Often,Bangalore
733,35,Other,Divorced,Designer,14.1,51425,44,2.3,Yes,High,Arthritis,Small,HR,5,3,No,High,Medium,6,High,Medium,High,Poor,39,Yes,No,No,Rarely,Mumbai
734,22,Male,Married,Intern,1.8,19476,28,2.5,Yes,Medium,None,Medium,Operations,6.2,3,No,Low,Medium,7,Medium,Medium,Medium,Good,17,Yes,Yes,Yes,Rarely,Mumbai
735,26,Male,Married,Designer,2.1,50114,48,2.5,Partial,Low,None,Medium,Engineering,5.7,5,Yes,High,Medium,8,Medium,Medium,High,Average,30,No,No,Yes,Rarely,Delhi
736,52,Male,Divorced,CEO,0.6,581884,68,2.6,Partial,Medium,Back Pain,Medium,Engineering,5,5,No,Low,High,18,Low,High,Medium,Average,40,Yes,No,Yes,Often,Bangalore
737,44,Female,Single,Manager,12.2,219971,51,1.2,No,High,Arthritis,Small,Marketing,5,3,No,High,Medium,5,Low,Medium,High,Poor,48,No,No,No,Often,Kolkata
738,48,Male,Single,CEO,22,530280,66,2.1,Partial,High,Hypertension,Small,HR,5,1,No,Medium,Medium,9,Low,Low,Low,Average,26,Yes,Yes,Yes,Often,Delhi
739,24,Other,Single,Developer,1.1,85921,44,1.2,Partial,Low,Migraine,Small,HR,5.5,5,Yes,Low,Medium,6,High,Medium,Medium,Good,29,No,Yes,Yes,Sometimes,Hyderabad
740,38,Female,Married,Manager,15.9,229972,57,1.6,Yes,High,Hypertension,Medium,Engineering,5,2,No,Low,High,19,Medium,Low,High,Excellent,17,No,No,Yes,Often,Delhi
741,45,Other,Single,CEO,25,518437,68,1.6,Partial,High,Diabetes,Large,Engineering,5,1,No,High,Medium,15,High,Low,High,Excellent,40,No,Yes,No,Often,Bangalore
742,58,Female,Single,CEO,8.4,589881,64,2.7,Partial,Low,Hypertension,Small,HR,5,4,No,Low,Medium,9,Medium,Medium,High,Good,46,No,No,No,Often,Bangalore
743,31,Male,Single,Analyst,2.4,50522,45,1.6,Partial,Low,None,Large,Operations,5,5,No,Low,Medium,18,Medium,High,Low,Average,14,Yes,Yes,Yes,Sometimes,Bangalore
744,45,Other,Single,Manager,22.3,249399,58,0.5,Partial,High,Hypertension,Large,Operations,5,1,Yes,Low,High,14,Low,Low,Medium,Poor,27,No,No,Yes,Often,Kolkata
745,30,Male,Divorced,Designer,1.8,40814,47,0.8,Partial,Medium,None,Small,HR,5.2,5,Yes,High,Medium,7,High,Medium,Medium,Poor,34,No,No,No,Rarely,Pune
746,52,Male,Single,CEO,15.2,586536,64,1.7,Yes,High,Arthritis,Small,Operations,5,2,No,Medium,Medium,20,Low,Low,High,Excellent,49,Yes,No,Yes,Often,Mumbai
747,29,Female,Single,Analyst,8.5,56139,40,2.6,Yes,Low,None,Small,Engineering,5,4,No,High,Medium,13,Low,Low,High,Good,43,Yes,No,No,Sometimes,Bangalore
748,28,Other,Single,Developer,2.7,119900,44,1.8,Yes,Medium,Migraine,Medium,HR,5.7,5,No,Low,Medium,10,Low,High,Medium,Poor,5,Yes,No,No,Sometimes,Delhi
749,23,Male,Divorced,Intern,2.1,15734,34,1.7,Yes,Medium,None,Small,HR,6.2,5,Yes,Low,High,18,Medium,High,Medium,Excellent,47,No,No,No,Rarely,Mumbai
750,22,Male,Married,Intern,0.8,16979,29,1.2,Partial,Low,None,Large,Marketing,7.5,5,No,High,High,20,Low,Low,Low,Average,39,No,Yes,No,Rarely,Kolkata
751,43,Other,Married,CEO,19.8,524259,60,1.3,Partial,High,Arthritis,Medium,Operations,5,2,No,High,High,12,High,Low,Low,Good,36,Yes,No,No,Often,Kolkata
752,24,Other,Married,Developer,1.7,80420,48,2.3,Partial,Low,None,Large,HR,5.2,5,Yes,Low,High,16,High,High,High,Excellent,3,Yes,No,No,Sometimes,Mumbai
753,20,Female,Divorced,Intern,0.3,17832,25,2.9,Partial,Low,Migraine,Medium,HR,6.7,4,Yes,Medium,High,17,Medium,Low,High,Excellent,14,No,Yes,No,Rarely,Delhi
754,27,Other,Married,Designer,4.4,46909,46,1.2,Partial,Low,Migraine,Large,Marketing,6.2,5,Yes,Low,High,11,Low,Medium,High,Excellent,20,No,No,Yes,Rarely,Pune
755,25,Other,Single,Intern,4.2,16191,30,2.1,Yes,Medium,None,Medium,HR,6.7,4,No,Low,Medium,7,High,High,Medium,Average,23,No,Yes,No,Rarely,Delhi
756,20,Male,Divorced,Intern,0.5,15426,29,3,Partial,Low,None,Small,Engineering,6,4,Yes,Low,Medium,14,High,Medium,High,Poor,3,Yes,Yes,Yes,Rarely,Bangalore
757,44,Other,Single,Manager,8.6,262475,57,1.6,Partial,Low,Diabetes,Large,HR,5,4,No,High,Medium,18,Medium,High,Medium,Average,20,Yes,No,Yes,Often,Mumbai
758,38,Female,Divorced,Manager,7.9,240189,53,1.1,Partial,Low,None,Small,HR,5,4,No,Medium,High,10,Medium,Low,Low,Good,12,No,No,Yes,Often,Hyderabad
759,31,Male,Divorced,Manager,8.7,284418,57,0.9,No,Medium,Migraine,Large,HR,5,4,No,High,Medium,13,High,Low,Medium,Average,46,Yes,Yes,No,Often,Hyderabad
760,31,Male,Single,Designer,7.6,53054,50,0.8,Partial,Medium,None,Medium,Marketing,5.2,4,Yes,Low,High,11,Medium,Low,Low,Average,40,Yes,No,Yes,Rarely,Pune
761,34,Male,Single,Analyst,8.4,52282,44,1,Partial,Medium,Migraine,Large,HR,5.2,4,Yes,High,High,16,High,Medium,High,Poor,24,No,Yes,Yes,Sometimes,Pune
762,43,Male,Married,Manager,14.4,228068,56,2.7,Partial,High,Back Pain,Small,HR,5,3,Yes,Medium,Medium,10,Low,Low,Low,Excellent,17,No,Yes,Yes,Often,Mumbai
763,24,Female,Married,Intern,3.6,17217,26,1.9,Yes,Low,None,Large,Operations,6.7,3,No,High,High,9,High,Low,Medium,Good,23,No,Yes,No,Rarely,Delhi
764,50,Male,Married,CEO,24.6,592145,64,2.9,Partial,High,Diabetes,Medium,HR,5,1,Yes,Low,Medium,18,Medium,High,High,Excellent,47,Yes,Yes,Yes,Often,Mumbai
765,37,Other,Divorced,Manager,5.9,219743,56,0.6,Partial,Medium,None,Medium,Engineering,5,4,No,High,Medium,18,Medium,Medium,Medium,Average,21,No,Yes,No,Often,Hyderabad
766,31,Male,Single,Designer,9,40910,42,1.3,Partial,Medium,Migraine,Small,HR,5.2,4,No,Medium,High,14,Medium,Medium,High,Poor,45,No,No,No,Rarely,Pune
767,45,Male,Divorced,Manager,22.6,286547,54,0.8,No,High,Diabetes,Large,Operations,5,1,No,Low,Medium,16,Medium,High,High,Average,27,Yes,No,Yes,Often,Hyderabad
768,23,Other,Divorced,Developer,2.6,94698,47,1.5,No,Low,Migraine,Medium,Operations,6.5,5,No,Low,Medium,6,High,Low,Low,Good,19,No,No,Yes,Sometimes,Kolkata
769,21,Male,Single,Intern,0.8,15576,32,1.2,No,Medium,Migraine,Large,Operations,7.2,4,Yes,High,High,10,Medium,Low,Medium,Average,7,Yes,No,No,Rarely,Pune
770,23,Other,Single,Developer,1.1,90561,45,0.8,Partial,Low,Migraine,Large,Marketing,6.2,5,No,Medium,High,20,Low,Low,High,Average,15,No,Yes,Yes,Sometimes,Pune
771,27,Other,Single,Developer,5,85971,45,2,Yes,Medium,None,Small,HR,5.7,4,No,Medium,Medium,17,Low,Low,High,Poor,28,Yes,No,Yes,Sometimes,Delhi
772,27,Other,Married,Analyst,5.8,59611,44,0.8,Partial,Medium,None,Small,Marketing,5.5,4,No,High,Medium,14,Low,High,Low,Good,28,No,No,No,Sometimes,Hyderabad
773,35,Other,Single,Manager,3,205498,54,1.5,Partial,Low,Migraine,Medium,Engineering,5,5,No,Low,Medium,15,Medium,Medium,High,Poor,44,No,Yes,No,Often,Kolkata
774,34,Other,Married,Manager,8,200530,50,2.6,Yes,Low,Migraine,Medium,Marketing,5,4,Yes,Low,High,9,Medium,Medium,Low,Average,3,Yes,Yes,Yes,Often,Mumbai
775,27,Other,Married,Analyst,1.6,55651,44,2.5,Partial,Medium,None,Medium,Operations,5.7,5,Yes,Low,Medium,18,High,High,Medium,Poor,50,Yes,Yes,No,Sometimes,Delhi
776,23,Other,Divorced,Developer,1,113843,42,1.3,Partial,Medium,Migraine,Large,Operations,5.5,5,No,High,Medium,15,High,Medium,High,Excellent,44,No,Yes,No,Sometimes,Hyderabad
777,29,Male,Single,Developer,4.3,117134,47,0.8,Partial,Low,Migraine,Medium,Engineering,6.5,5,No,High,High,8,Low,Medium,Low,Good,5,No,No,Yes,Sometimes,Kolkata
778,20,Female,Single,Intern,0.2,17023,33,0.8,Partial,Medium,None,Large,HR,7.2,4,Yes,Low,High,14,Low,Medium,High,Excellent,18,Yes,No,No,Rarely,Pune
779,48,Other,Married,CEO,27.8,580538,65,2.2,Partial,High,Back Pain,Small,Engineering,5,1,No,Low,Medium,20,High,High,Medium,Excellent,30,Yes,No,Yes,Often,Mumbai
780,21,Male,Divorced,Intern,0.6,19080,30,1,Partial,Medium,None,Small,Operations,6.5,4,Yes,High,Medium,12,Low,High,Low,Good,4,Yes,Yes,Yes,Rarely,Hyderabad
781,24,Other,Single,Intern,2.2,15780,31,0.5,No,Medium,Migraine,Small,Engineering,6.5,4,Yes,High,Medium,12,High,High,Medium,Good,49,No,No,No,Rarely,Hyderabad
782,25,Other,Single,Designer,2.3,41575,46,2.5,Partial,Low,None,Medium,Operations,5.2,5,Yes,Medium,High,17,Low,Medium,High,Poor,5,Yes,No,Yes,Rarely,Mumbai
783,20,Female,Single,Intern,0.1,18022,25,1.1,Partial,Low,Migraine,Small,Marketing,6.5,3,Yes,High,High,13,Medium,Low,High,Average,43,No,No,No,Rarely,Hyderabad
